transaction_amount,customer_age_days,number_previous_transactions,previous_success_count,previous_failure_count,historical_success_rate,payment_method,failure_reason,attempt_number,hours_since_failure,hour_of_day,day_of_week,customer_value_segment,previous_recovery_count,subscription_status,recovered
3455.23,414,10,9,1,0.9,netbanking,network_error,3,20.81,5,0,STANDARD,0,none,1
4835.93,1316,7,7,0,1.0,netbanking,insufficient_funds,2,27.18,22,5,STANDARD,1,none,0
11625.3,970,5,4,1,0.8,netbanking,insufficient_funds,3,11.53,11,3,STANDARD,1,none,0
15386.65,639,11,8,3,0.7273,card,insufficient_funds,1,25.25,22,3,STANDARD,0,none,1
1050.66,617,7,6,1,0.8571,upi,network_error,1,53.69,19,4,STANDARD,0,none,0
9875.26,1232,9,9,0,1.0,card,fraud_suspected,3,25.39,5,0,PREMIUM,0,active,0
1490.97,362,8,6,2,0.75,upi,temporary_failure,3,14.06,9,3,PREMIUM,1,active,1
6586.56,1425,13,11,2,0.8462,wallet,insufficient_funds,3,39.51,1,3,STANDARD,1,none,1
1012.06,632,9,7,2,0.7778,card,insufficient_funds,3,30.92,0,5,ENTERPRISE,1,active,0
1103.24,1289,10,9,1,0.9,netbanking,network_error,3,46.89,13,0,PREMIUM,1,active,1
25365.64,535,3,2,1,0.6667,upi,bank_decline,2,9.45,1,0,PREMIUM,2,active,0
7949.54,1399,13,12,1,0.9231,upi,network_error,3,29.45,8,2,STANDARD,0,none,1
640.05,538,8,6,2,0.75,upi,network_error,2,20.18,8,2,ENTERPRISE,0,active,1
1590.68,106,4,3,1,0.75,card,insufficient_funds,3,38.12,8,5,STANDARD,1,none,0
1836.95,1340,6,4,2,0.6667,netbanking,insufficient_funds,3,27.71,16,6,PREMIUM,0,active,0
2694.4,1203,12,9,3,0.75,netbanking,bank_decline,1,149.32,19,0,STANDARD,3,none,0
1829.62,583,5,3,2,0.6,upi,insufficient_funds,2,17.99,3,6,STANDARD,0,none,0
1175.6,237,9,6,3,0.6667,card,temporary_failure,1,111.85,21,4,STANDARD,0,none,0
2287.26,494,3,3,0,1.0,upi,bank_timeout,2,37.67,6,6,STANDARD,0,none,1
3242.91,34,9,8,1,0.8889,upi,insufficient_funds,1,69.61,14,6,STANDARD,1,none,1
1730.98,420,11,9,2,0.8182,card,invalid_account,1,7.84,10,5,PREMIUM,1,active,0
8020.06,1778,9,6,3,0.6667,wallet,bank_timeout,3,31.31,3,0,PREMIUM,0,active,1
1524.72,732,5,4,1,0.8,upi,temporary_failure,3,27.77,23,5,STANDARD,3,none,1
5776.16,587,5,5,0,1.0,upi,invalid_account,1,117.47,15,6,PREMIUM,2,active,0
5104.07,1701,7,6,1,0.8571,card,invalid_account,2,87.46,7,0,PREMIUM,1,active,0
2479.46,334,10,8,2,0.8,card,insufficient_funds,3,9.1,14,4,STANDARD,0,none,1
2276.47,1133,12,9,3,0.75,upi,insufficient_funds,2,62.81,3,4,PREMIUM,1,active,1
8467.64,1005,7,5,2,0.7143,upi,fraud_suspected,3,70.77,13,1,STANDARD,0,none,0
1927.5,890,12,8,4,0.6667,upi,temporary_failure,1,11.86,3,5,STANDARD,1,none,0
8986.41,1100,12,11,1,0.9167,card,bank_decline,1,81.0,16,3,PREMIUM,1,active,0
3815.97,1031,8,7,1,0.875,netbanking,temporary_failure,3,9.54,23,4,PREMIUM,0,active,1
10606.98,1194,10,10,0,1.0,card,temporary_failure,2,21.29,14,1,STANDARD,2,none,1
1062.46,716,8,7,1,0.875,netbanking,temporary_failure,1,37.88,21,4,STANDARD,1,none,1
3342.64,556,8,6,2,0.75,netbanking,temporary_failure,1,125.56,4,1,STANDARD,3,none,1
2119.13,1437,5,5,0,1.0,upi,temporary_failure,2,65.59,18,2,STANDARD,3,none,1
14332.61,1078,13,9,4,0.6923,card,insufficient_funds,1,11.85,7,2,PREMIUM,3,active,0
4427.28,1524,9,7,2,0.7778,upi,bank_decline,3,64.19,9,0,ENTERPRISE,1,active,1
2453.16,1398,11,10,1,0.9091,card,bank_decline,2,103.98,1,1,STANDARD,0,none,1
1508.6,1048,7,4,3,0.5714,netbanking,network_error,3,81.93,18,1,STANDARD,0,none,0
1785.57,214,8,5,3,0.625,upi,bank_timeout,2,1.76,21,5,STANDARD,0,none,0
5397.02,154,15,10,5,0.6667,wallet,network_error,2,30.55,6,6,PREMIUM,2,active,0
6559.41,905,10,6,4,0.6,netbanking,bank_timeout,1,114.13,22,1,PREMIUM,0,active,0
14677.22,1306,9,7,2,0.7778,netbanking,fraud_suspected,2,112.56,0,4,STANDARD,1,none,0
3914.03,1193,8,7,1,0.875,netbanking,bank_timeout,2,41.61,19,4,PREMIUM,1,active,1
734.89,698,7,6,1,0.8571,upi,bank_timeout,3,38.57,13,3,STANDARD,1,none,1
5312.44,805,4,4,0,1.0,upi,bank_decline,1,39.44,8,6,STANDARD,0,none,1
5750.8,996,11,9,2,0.8182,upi,insufficient_funds,1,107.84,12,0,STANDARD,2,none,1
2670.34,1531,6,4,2,0.6667,wallet,bank_timeout,2,26.13,15,4,PREMIUM,1,active,0
6291.64,1199,5,2,3,0.4,upi,temporary_failure,1,7.02,19,1,STANDARD,1,none,1
4378.58,1266,10,7,3,0.7,wallet,bank_decline,3,20.54,6,2,STANDARD,1,none,0
6123.35,366,10,9,1,0.9,card,insufficient_funds,3,68.14,0,5,STANDARD,1,none,0
1216.41,253,10,9,1,0.9,netbanking,invalid_account,2,20.12,20,4,STANDARD,0,none,0
5465.45,1488,14,12,2,0.8571,upi,insufficient_funds,2,114.83,4,6,STANDARD,0,none,0
1191.31,219,7,6,1,0.8571,upi,temporary_failure,2,2.22,18,4,ENTERPRISE,1,active,0
1644.45,451,12,9,3,0.75,upi,bank_decline,2,57.92,0,0,STANDARD,3,none,0
4136.17,971,14,13,1,0.9286,card,temporary_failure,2,14.08,20,2,PREMIUM,3,active,0
2377.87,162,9,8,1,0.8889,upi,network_error,1,40.55,7,4,STANDARD,0,none,1
2389.3,317,14,11,3,0.7857,upi,insufficient_funds,1,70.35,20,5,STANDARD,1,none,1
4042.55,159,10,8,2,0.8,card,insufficient_funds,1,66.16,22,5,STANDARD,1,none,0
3753.94,655,13,8,5,0.6154,upi,insufficient_funds,2,71.11,6,4,PREMIUM,1,active,0
1134.52,989,11,10,1,0.9091,netbanking,insufficient_funds,3,48.75,15,5,STANDARD,1,none,1
3107.66,817,9,7,2,0.7778,upi,insufficient_funds,1,7.89,8,5,PREMIUM,1,active,0
7849.46,1256,8,6,2,0.75,upi,insufficient_funds,2,52.17,5,0,PREMIUM,0,active,0
4702.55,879,11,6,5,0.5455,upi,network_error,2,59.06,15,0,ENTERPRISE,0,active,1
20547.22,477,7,6,1,0.8571,netbanking,invalid_account,1,27.43,10,3,STANDARD,1,none,1
5761.65,390,9,8,1,0.8889,card,network_error,3,73.82,4,0,STANDARD,1,none,1
13768.43,1301,7,3,4,0.4286,card,bank_timeout,3,134.91,14,1,STANDARD,0,none,1
1296.56,109,11,11,0,1.0,netbanking,invalid_account,1,92.06,1,0,STANDARD,2,none,1
3529.53,614,7,7,0,1.0,card,temporary_failure,3,14.47,2,5,STANDARD,0,none,1
1518.81,936,7,7,0,1.0,upi,insufficient_funds,1,24.59,9,6,STANDARD,0,none,1
1990.2,566,5,4,1,0.8,upi,temporary_failure,1,64.13,11,3,STANDARD,1,none,1
15745.22,692,14,10,4,0.7143,netbanking,bank_decline,3,6.37,3,2,STANDARD,1,none,0
887.95,78,12,9,3,0.75,card,bank_timeout,3,30.73,15,5,STANDARD,1,none,1
8314.93,1001,7,5,2,0.7143,upi,invalid_account,1,68.07,12,0,STANDARD,0,none,0
5681.7,669,4,3,1,0.75,card,bank_timeout,2,24.87,6,4,STANDARD,2,none,0
6587.92,569,9,7,2,0.7778,upi,invalid_account,2,9.6,20,5,PREMIUM,1,active,1
2946.57,1287,15,12,3,0.8,netbanking,bank_timeout,1,12.78,9,3,PREMIUM,0,active,1
12088.8,1132,7,6,1,0.8571,card,fraud_suspected,1,32.27,6,3,PREMIUM,1,active,1
4431.46,1195,4,4,0,1.0,card,network_error,1,41.22,15,1,PREMIUM,2,active,1
6170.91,1406,14,11,3,0.7857,card,insufficient_funds,3,32.66,23,6,PREMIUM,2,active,0
730.38,1063,5,5,0,1.0,upi,insufficient_funds,1,56.26,7,2,STANDARD,0,none,1
1483.54,445,9,6,3,0.6667,netbanking,bank_decline,2,15.7,10,5,STANDARD,2,none,1
2693.25,1581,6,4,2,0.6667,wallet,temporary_failure,3,5.96,8,0,PREMIUM,1,active,0
6032.09,1506,3,1,2,0.3333,card,bank_decline,3,43.19,12,6,STANDARD,0,none,0
1321.14,54,7,5,2,0.7143,upi,bank_timeout,3,39.33,21,5,STANDARD,2,none,1
896.26,1332,4,3,1,0.75,upi,bank_timeout,1,30.13,3,6,PREMIUM,1,active,1
3944.3,400,11,8,3,0.7273,upi,temporary_failure,3,58.72,17,6,STANDARD,1,none,1
1643.2,348,13,8,5,0.6154,card,temporary_failure,3,28.14,0,1,STANDARD,1,none,0
4498.84,398,11,8,3,0.7273,netbanking,insufficient_funds,2,29.44,14,5,STANDARD,0,none,1
2740.66,1229,7,4,3,0.5714,card,temporary_failure,2,63.4,15,5,STANDARD,2,none,1
5870.16,965,7,6,1,0.8571,upi,temporary_failure,1,31.99,21,0,STANDARD,0,none,0
1080.13,89,10,8,2,0.8,upi,invalid_account,1,33.55,19,4,PREMIUM,1,active,0
2244.8,975,5,3,2,0.6,upi,temporary_failure,1,88.08,16,3,STANDARD,1,none,1
2743.4,665,9,8,1,0.8889,upi,temporary_failure,2,10.79,7,0,PREMIUM,0,active,1
7767.56,1012,9,6,3,0.6667,card,insufficient_funds,3,64.33,4,4,STANDARD,0,none,0
2371.3,970,14,8,6,0.5714,wallet,network_error,2,39.82,8,4,STANDARD,1,none,0
3653.68,1221,9,7,2,0.7778,upi,bank_timeout,1,38.93,1,3,STANDARD,1,none,0
1519.33,1665,11,9,2,0.8182,upi,insufficient_funds,2,15.8,17,2,STANDARD,0,none,0
5589.43,281,7,4,3,0.5714,card,network_error,3,14.3,19,5,PREMIUM,0,active,0
6214.02,291,12,9,3,0.75,upi,temporary_failure,2,4.45,8,1,PREMIUM,3,active,1
3287.59,612,8,7,1,0.875,card,temporary_failure,3,35.21,15,6,STANDARD,1,none,1
2175.41,212,12,9,3,0.75,card,temporary_failure,1,55.25,0,6,STANDARD,0,none,1
2229.75,109,7,7,0,1.0,wallet,insufficient_funds,3,17.85,4,6,ENTERPRISE,1,active,1
2839.5,1212,11,6,5,0.5455,upi,temporary_failure,1,66.65,12,2,PREMIUM,3,active,0
5653.79,303,8,4,4,0.5,upi,bank_timeout,3,29.01,20,5,STANDARD,1,none,1
2760.9,1169,12,11,1,0.9167,upi,temporary_failure,1,21.11,20,2,PREMIUM,1,active,1
9515.73,48,9,8,1,0.8889,card,fraud_suspected,3,20.74,4,6,PREMIUM,0,active,1
3234.57,528,10,8,2,0.8,card,bank_decline,3,14.82,7,3,STANDARD,1,none,1
1455.44,797,9,8,1,0.8889,card,bank_decline,3,37.21,3,3,STANDARD,1,none,0
15288.66,1736,8,8,0,1.0,card,bank_decline,2,27.21,11,6,STANDARD,2,none,1
2091.37,1083,10,9,1,0.9,netbanking,fraud_suspected,3,49.96,21,0,PREMIUM,0,active,0
1746.89,555,5,5,0,1.0,netbanking,network_error,2,41.93,16,2,STANDARD,1,none,1
2660.09,701,12,10,2,0.8333,upi,invalid_account,2,7.47,20,0,PREMIUM,1,active,1
9616.19,1682,10,7,3,0.7,upi,bank_timeout,2,30.34,8,4,STANDARD,1,none,1
7803.81,568,6,6,0,1.0,upi,temporary_failure,3,11.7,19,0,STANDARD,1,none,1
5758.62,1200,6,6,0,1.0,upi,insufficient_funds,1,27.94,11,3,STANDARD,1,none,1
5185.67,91,7,6,1,0.8571,card,bank_decline,2,91.49,17,0,STANDARD,0,none,1
4841.8,165,9,8,1,0.8889,card,bank_decline,3,49.05,15,1,PREMIUM,0,active,0
4704.77,1571,5,5,0,1.0,upi,bank_timeout,3,47.37,14,5,PREMIUM,1,active,1
5273.63,1583,13,8,5,0.6154,upi,bank_timeout,1,17.55,19,6,ENTERPRISE,1,active,1
2708.99,1167,7,3,4,0.4286,card,insufficient_funds,1,58.88,8,2,STANDARD,2,none,0
1859.3,852,9,8,1,0.8889,upi,network_error,3,8.89,11,5,STANDARD,2,none,1
6804.55,1653,6,5,1,0.8333,card,bank_decline,1,52.67,1,6,STANDARD,1,none,1
1577.31,1024,7,5,2,0.7143,netbanking,bank_timeout,2,34.35,14,1,STANDARD,1,none,1
3681.55,1066,7,6,1,0.8571,upi,temporary_failure,2,23.09,5,6,ENTERPRISE,1,active,0
2113.66,1259,10,8,2,0.8,netbanking,temporary_failure,3,38.4,9,6,STANDARD,1,none,1
1893.33,1087,5,2,3,0.4,upi,temporary_failure,1,24.74,4,0,STANDARD,1,none,0
6126.64,398,11,7,4,0.6364,netbanking,insufficient_funds,2,53.16,9,5,PREMIUM,1,active,1
4589.24,523,11,8,3,0.7273,card,temporary_failure,3,60.31,17,5,STANDARD,1,none,0
9912.4,1172,7,6,1,0.8571,upi,bank_timeout,3,52.25,3,4,STANDARD,0,none,0
2694.85,1146,7,5,2,0.7143,netbanking,bank_timeout,3,82.64,1,4,STANDARD,2,none,0
5566.19,1123,14,11,3,0.7857,upi,temporary_failure,2,32.58,5,2,PREMIUM,2,active,1
1943.6,782,7,4,3,0.5714,upi,insufficient_funds,2,43.88,6,6,STANDARD,0,none,0
4651.54,1272,6,3,3,0.5,upi,bank_decline,1,73.72,5,1,PREMIUM,0,active,0
1427.98,1637,9,5,4,0.5556,card,insufficient_funds,3,28.32,0,3,PREMIUM,0,active,0
1935.69,497,14,12,2,0.8571,card,temporary_failure,1,19.21,16,6,STANDARD,0,none,1
5121.4,1581,4,3,1,0.75,upi,bank_timeout,1,34.84,0,0,PREMIUM,0,active,1
944.38,1423,8,6,2,0.75,netbanking,temporary_failure,2,63.07,9,4,STANDARD,1,none,1
9617.54,382,10,8,2,0.8,wallet,temporary_failure,2,44.46,17,4,ENTERPRISE,0,active,0
4147.58,1789,7,6,1,0.8571,upi,bank_decline,2,17.04,4,4,STANDARD,1,none,1
2525.72,1741,6,5,1,0.8333,upi,bank_decline,1,15.02,11,2,PREMIUM,0,active,1
4675.71,1790,5,4,1,0.8,netbanking,network_error,3,41.95,19,1,STANDARD,0,none,1
6254.92,1296,4,2,2,0.5,upi,network_error,1,25.92,14,0,STANDARD,1,none,1
18116.83,384,15,11,4,0.7333,card,network_error,3,49.45,10,6,STANDARD,2,none,1
1130.89,558,9,7,2,0.7778,card,insufficient_funds,3,37.2,18,5,STANDARD,0,none,0
2226.42,1500,10,8,2,0.8,upi,fraud_suspected,2,23.38,16,0,PREMIUM,1,active,0
9852.38,840,4,2,2,0.5,netbanking,insufficient_funds,1,9.21,6,1,STANDARD,1,none,1
3159.36,965,11,8,3,0.7273,netbanking,fraud_suspected,3,24.56,18,2,STANDARD,1,none,0
5135.4,1354,9,8,1,0.8889,netbanking,bank_timeout,2,15.9,7,1,PREMIUM,0,active,0
744.68,1513,6,5,1,0.8333,upi,temporary_failure,3,81.02,9,3,PREMIUM,3,active,1
5358.65,475,15,12,3,0.8,netbanking,insufficient_funds,2,16.93,5,2,STANDARD,1,none,1
3545.64,1070,7,6,1,0.8571,card,network_error,3,103.73,15,3,STANDARD,2,none,0
3919.51,103,11,9,2,0.8182,upi,bank_decline,1,92.53,7,2,STANDARD,3,none,0
4358.95,782,5,5,0,1.0,upi,network_error,1,109.54,0,4,ENTERPRISE,0,active,1
1517.59,538,6,5,1,0.8333,upi,insufficient_funds,1,119.75,0,0,STANDARD,0,none,0
1893.29,981,7,7,0,1.0,netbanking,bank_timeout,1,38.53,13,5,STANDARD,1,none,1
11101.08,143,12,9,3,0.75,upi,bank_decline,2,57.41,12,0,STANDARD,1,none,0
2913.94,1125,3,3,0,1.0,card,invalid_account,2,54.47,3,4,STANDARD,3,none,0
18629.12,1310,9,4,5,0.4444,netbanking,temporary_failure,2,47.88,22,4,PREMIUM,2,active,1
9391.04,1232,9,6,3,0.6667,netbanking,fraud_suspected,3,65.0,6,1,STANDARD,0,none,0
4074.68,417,6,5,1,0.8333,upi,insufficient_funds,1,41.78,15,5,STANDARD,0,none,0
3794.79,1051,4,4,0,1.0,upi,bank_decline,3,68.64,22,0,STANDARD,1,none,1
3346.95,1795,12,10,2,0.8333,netbanking,temporary_failure,2,29.6,4,3,STANDARD,0,none,1
2847.66,535,17,14,3,0.8235,upi,network_error,3,10.84,12,3,PREMIUM,1,active,1
2988.67,578,6,3,3,0.5,card,fraud_suspected,2,18.92,15,5,PREMIUM,0,active,0
24779.4,734,10,8,2,0.8,upi,bank_timeout,2,43.49,7,2,STANDARD,0,none,1
3456.69,35,17,15,2,0.8824,card,temporary_failure,3,80.19,11,6,PREMIUM,1,active,1
9557.57,1350,7,7,0,1.0,upi,network_error,1,88.6,21,1,STANDARD,3,none,0
2716.95,411,8,4,4,0.5,upi,fraud_suspected,2,20.01,19,1,STANDARD,1,none,0
999.18,1536,11,6,5,0.5455,card,temporary_failure,3,4.37,8,1,STANDARD,3,none,0
2107.0,1585,11,9,2,0.8182,card,insufficient_funds,3,18.55,12,3,STANDARD,0,none,1
3472.29,443,15,12,3,0.8,upi,insufficient_funds,3,32.92,3,6,STANDARD,1,none,0
3253.1,351,13,10,3,0.7692,card,bank_timeout,2,50.06,13,2,STANDARD,0,none,1
4754.52,1370,8,6,2,0.75,card,insufficient_funds,1,12.37,15,1,STANDARD,0,none,0
2947.94,574,15,13,2,0.8667,netbanking,insufficient_funds,2,15.4,11,2,ENTERPRISE,1,active,1
874.98,754,9,7,2,0.7778,upi,fraud_suspected,1,49.74,21,6,STANDARD,3,none,1
6236.84,679,3,3,0,1.0,upi,bank_decline,2,32.43,21,0,STANDARD,0,none,1
3172.67,1328,8,5,3,0.625,card,bank_decline,3,22.54,13,1,PREMIUM,1,active,1
2911.03,401,11,9,2,0.8182,upi,temporary_failure,1,36.4,7,1,STANDARD,0,none,1
4385.12,200,10,10,0,1.0,card,bank_timeout,3,33.97,15,5,PREMIUM,4,active,1
7172.79,1672,10,7,3,0.7,upi,insufficient_funds,1,30.21,15,0,PREMIUM,1,active,0
6388.61,1123,6,3,3,0.5,card,bank_timeout,3,98.47,7,6,STANDARD,2,none,0
4071.07,1101,9,7,2,0.7778,wallet,bank_timeout,3,11.6,0,6,PREMIUM,0,active,1
8907.93,1661,5,3,2,0.6,upi,fraud_suspected,3,62.08,4,6,STANDARD,1,none,0
6269.74,87,8,7,1,0.875,upi,insufficient_funds,2,32.12,5,3,STANDARD,2,none,0
1823.9,319,6,5,1,0.8333,wallet,bank_decline,3,92.36,10,2,PREMIUM,0,active,1
2405.81,1594,10,8,2,0.8,upi,insufficient_funds,1,31.7,18,1,STANDARD,2,none,1
3085.27,1527,7,5,2,0.7143,upi,insufficient_funds,2,95.59,6,0,PREMIUM,3,active,0
16674.14,179,7,6,1,0.8571,card,invalid_account,3,25.48,19,2,STANDARD,0,none,0
4140.12,758,6,5,1,0.8333,card,bank_decline,1,53.74,15,3,STANDARD,0,none,1
1504.33,30,8,6,2,0.75,netbanking,temporary_failure,2,29.0,14,4,STANDARD,3,none,1
8095.31,666,20,17,3,0.85,upi,insufficient_funds,2,36.31,4,1,STANDARD,0,none,0
2319.07,392,13,13,0,1.0,upi,insufficient_funds,3,7.06,4,6,PREMIUM,0,active,1
24532.84,720,8,6,2,0.75,upi,temporary_failure,3,22.73,17,5,STANDARD,1,none,1
5052.58,1673,5,5,0,1.0,upi,insufficient_funds,2,53.48,16,6,STANDARD,0,none,0
753.12,622,10,8,2,0.8,card,bank_decline,3,103.8,3,2,STANDARD,0,none,0
3134.38,1585,5,4,1,0.8,card,network_error,2,19.33,8,1,PREMIUM,2,active,1
3215.77,60,14,12,2,0.8571,card,network_error,3,34.29,17,5,STANDARD,0,none,1
2951.64,309,11,9,2,0.8182,wallet,invalid_account,3,87.01,13,5,STANDARD,2,none,1
7618.45,1392,8,4,4,0.5,upi,insufficient_funds,3,28.56,7,4,STANDARD,0,none,0
5721.15,1515,7,7,0,1.0,card,fraud_suspected,3,84.96,21,4,STANDARD,1,none,0
9853.7,1359,4,3,1,0.75,upi,invalid_account,3,75.07,10,1,STANDARD,1,none,0
5876.36,877,10,8,2,0.8,upi,temporary_failure,2,69.07,22,4,STANDARD,1,none,0
5323.18,1729,11,9,2,0.8182,upi,network_error,1,16.43,11,0,ENTERPRISE,2,active,1
1382.34,751,13,10,3,0.7692,netbanking,temporary_failure,1,71.15,4,2,STANDARD,1,none,1
4666.94,43,8,7,1,0.875,card,temporary_failure,2,8.57,18,1,PREMIUM,0,active,1
6120.17,18,9,9,0,1.0,netbanking,bank_decline,1,59.95,15,1,ENTERPRISE,1,active,1
5359.16,1609,7,7,0,1.0,upi,insufficient_funds,3,7.58,22,2,STANDARD,1,none,1
5635.12,54,7,6,1,0.8571,card,insufficient_funds,2,38.81,20,6,STANDARD,0,none,1
1045.38,193,7,5,2,0.7143,upi,bank_decline,3,24.03,16,4,PREMIUM,1,active,0
4762.76,995,7,2,5,0.2857,netbanking,temporary_failure,1,104.39,16,4,ENTERPRISE,1,active,0
2617.11,1768,10,8,2,0.8,upi,network_error,3,39.01,5,5,STANDARD,0,none,1
6022.71,949,13,10,3,0.7692,card,bank_timeout,2,66.01,6,5,STANDARD,1,none,1
8924.85,1730,8,5,3,0.625,netbanking,temporary_failure,1,50.07,3,5,STANDARD,3,none,1
7296.56,923,13,12,1,0.9231,upi,bank_decline,1,33.06,11,5,STANDARD,4,none,1
3123.79,1749,12,9,3,0.75,upi,bank_decline,3,85.41,20,2,ENTERPRISE,0,active,0
1929.67,454,9,7,2,0.7778,wallet,bank_decline,1,20.26,2,3,STANDARD,1,none,1
3808.67,691,8,6,2,0.75,card,temporary_failure,1,20.68,11,4,ENTERPRISE,0,active,1
3412.49,51,5,5,0,1.0,card,network_error,3,64.23,9,0,STANDARD,0,none,0
7797.64,1311,9,7,2,0.7778,card,network_error,2,36.09,4,4,STANDARD,2,none,1
8212.43,1033,11,7,4,0.6364,upi,invalid_account,2,32.26,22,0,PREMIUM,1,active,0
6725.57,833,7,4,3,0.5714,netbanking,insufficient_funds,2,56.28,2,4,STANDARD,1,none,0
2730.6,1597,6,5,1,0.8333,upi,temporary_failure,3,70.59,15,6,STANDARD,1,none,1
7960.12,623,2,2,0,1.0,wallet,temporary_failure,3,124.04,9,6,STANDARD,0,none,1
5328.0,1430,9,6,3,0.6667,card,network_error,3,15.75,0,6,STANDARD,0,none,1
1082.18,817,11,8,3,0.7273,upi,bank_decline,1,43.64,4,0,STANDARD,2,none,1
1592.51,635,5,3,2,0.6,netbanking,insufficient_funds,2,58.66,4,3,PREMIUM,1,active,0
1458.57,474,11,7,4,0.6364,netbanking,bank_decline,2,39.39,12,2,STANDARD,0,none,0
2302.83,732,7,5,2,0.7143,upi,insufficient_funds,3,37.56,7,5,STANDARD,0,none,0
7228.64,817,8,5,3,0.625,wallet,bank_timeout,1,5.57,19,0,PREMIUM,1,active,0
10843.8,1462,5,5,0,1.0,upi,insufficient_funds,3,93.72,22,4,STANDARD,0,none,1
3055.12,934,13,12,1,0.9231,upi,bank_decline,1,7.06,1,2,STANDARD,0,none,1
3553.49,599,13,9,4,0.6923,card,bank_decline,1,31.3,0,2,PREMIUM,1,active,0
2408.14,1767,14,10,4,0.7143,upi,insufficient_funds,1,25.28,22,6,STANDARD,2,none,1
4497.39,64,12,9,3,0.75,card,bank_decline,3,36.65,2,6,STANDARD,1,none,0
2275.24,1016,11,7,4,0.6364,card,temporary_failure,3,47.6,1,5,STANDARD,0,none,1
4805.67,1082,11,7,4,0.6364,upi,temporary_failure,2,15.38,2,5,STANDARD,1,none,1
10289.03,300,7,6,1,0.8571,upi,insufficient_funds,1,19.88,0,0,STANDARD,1,none,1
3229.43,1000,7,5,2,0.7143,netbanking,invalid_account,2,51.88,5,3,PREMIUM,1,active,0
2729.24,128,13,9,4,0.6923,card,network_error,2,42.44,2,4,STANDARD,0,none,0
3627.54,1572,14,12,2,0.8571,netbanking,network_error,3,59.23,0,4,PREMIUM,2,active,1
2800.99,989,16,13,3,0.8125,wallet,invalid_account,3,82.86,14,5,STANDARD,1,none,0
4848.77,740,8,7,1,0.875,upi,insufficient_funds,3,101.27,6,5,ENTERPRISE,0,active,1
7976.52,155,6,4,2,0.6667,upi,bank_decline,1,15.47,23,2,STANDARD,0,none,0
1523.39,1645,9,5,4,0.5556,upi,insufficient_funds,1,61.73,14,5,PREMIUM,0,active,1
1291.21,1236,3,3,0,1.0,card,fraud_suspected,2,45.53,10,0,PREMIUM,1,active,0
2171.72,268,7,5,2,0.7143,upi,insufficient_funds,1,66.85,8,2,STANDARD,1,none,1
5455.63,92,8,5,3,0.625,upi,temporary_failure,2,51.51,3,5,STANDARD,0,none,0
6056.07,487,17,13,4,0.7647,upi,temporary_failure,2,15.27,16,6,STANDARD,3,none,0
15497.98,1605,7,6,1,0.8571,upi,insufficient_funds,3,28.1,1,3,PREMIUM,4,active,0
6470.66,112,8,7,1,0.875,netbanking,bank_timeout,2,81.62,3,2,STANDARD,0,none,1
3409.84,1191,8,5,3,0.625,netbanking,temporary_failure,1,19.86,23,6,STANDARD,0,none,0
1530.75,207,6,6,0,1.0,card,network_error,2,108.43,10,0,PREMIUM,0,active,1
3907.35,1048,6,6,0,1.0,upi,fraud_suspected,1,10.58,2,5,STANDARD,1,none,0
4424.16,452,5,4,1,0.8,card,network_error,3,20.31,0,5,PREMIUM,3,active,1
3404.73,1726,8,6,2,0.75,upi,bank_decline,3,32.52,18,1,PREMIUM,2,active,0
3100.69,837,8,5,3,0.625,upi,network_error,1,25.7,0,5,STANDARD,0,none,1
5103.82,345,14,10,4,0.7143,upi,temporary_failure,3,32.43,4,6,STANDARD,1,none,1
4351.93,132,7,5,2,0.7143,card,network_error,2,60.04,14,4,STANDARD,1,none,0
13604.53,1669,6,4,2,0.6667,upi,network_error,1,27.67,6,1,STANDARD,0,none,1
2473.83,1762,15,14,1,0.9333,upi,invalid_account,1,75.1,2,2,STANDARD,2,none,0
5419.19,98,9,6,3,0.6667,wallet,temporary_failure,1,8.83,23,3,PREMIUM,1,active,1
2907.05,68,9,4,5,0.4444,card,network_error,3,11.75,9,6,STANDARD,0,none,0
2885.4,104,9,7,2,0.7778,upi,insufficient_funds,2,13.63,16,5,PREMIUM,2,active,1
4018.8,649,8,8,0,1.0,card,temporary_failure,1,21.5,13,2,PREMIUM,0,active,1
11434.05,495,7,4,3,0.5714,card,bank_timeout,3,26.45,8,1,PREMIUM,2,active,1
7939.4,230,11,8,3,0.7273,netbanking,temporary_failure,2,11.71,15,5,PREMIUM,2,active,1
1511.95,1593,9,9,0,1.0,upi,insufficient_funds,3,26.55,2,1,STANDARD,0,none,1
4687.22,169,11,7,4,0.6364,upi,network_error,3,25.07,5,1,STANDARD,1,none,0
934.36,360,3,3,0,1.0,card,insufficient_funds,3,19.46,14,1,STANDARD,0,none,1
2830.54,281,6,4,2,0.6667,card,temporary_failure,2,42.48,8,2,STANDARD,0,none,1
8959.79,873,13,9,4,0.6923,card,bank_decline,1,40.46,18,6,STANDARD,0,none,1
2557.71,1353,13,8,5,0.6154,upi,insufficient_funds,2,8.65,9,6,PREMIUM,0,active,0
2439.95,1391,10,8,2,0.8,upi,temporary_failure,1,14.98,15,4,STANDARD,1,none,1
17952.95,1720,8,5,3,0.625,card,bank_timeout,1,51.0,14,3,PREMIUM,2,active,0
5528.05,1009,7,5,2,0.7143,card,invalid_account,2,26.24,15,6,PREMIUM,1,active,0
